Song_title,Word,Count
Akane Sasu (茜さす),tsuki,1
Akane Sasu (茜さす),doko,1
Akane Sasu (茜さす),hikisakarete,1
Akane Sasu (茜さす),kurikaesu,1
Akane Sasu (茜さす),hibi,1
Akane Sasu (茜さす),naka,1
Akane Sasu (茜さす),sagashiteta,1
Akane Sasu (茜さす),aruki,1
Akane Sasu (茜さす),tsuzukeru,1
Akane Sasu (茜さす),tame,1
Akane Sasu (茜さす),akogare,1
Akane Sasu (茜さす),nagareta,1
Akane Sasu (茜さす),tsukihi,1
Akane Sasu (茜さす),tenohira,1
Akane Sasu (茜さす),hitohira,1
Akane Sasu (茜さす),hanabira,1
Akane Sasu (茜さす),kasane,2
Akane Sasu (茜さす),deai,2
A LETTER,all,6
A LETTER,my,7
A LETTER,friends,2
A LETTER,have,4
A LETTER,gone,2
A LETTER,away,6
A LETTER,i,11
A LETTER,need,2
A LETTER,myself,2
A LETTER,to,12
A LETTER,sing,2
A LETTER,this,4
A LETTER,song,2
A LETTER,but,5
A LETTER,you,5
A LETTER,always,2
A LETTER,passed,2
A LETTER,it,2
A LETTER,seems,2
A LETTER,be,3
A LETTER,ok,2
A LETTER,wish,2
A LETTER,and,2
A LETTER,powers,2
A LETTER,they,2
A LETTER,would,4
A LETTER,take,4
A LETTER,me,4
A LETTER,the,12
A LETTER,gate,2
A LETTER,should,2
A LETTER,really,4
A LETTER,find,6
A LETTER,problem,2
A LETTER,do,2
A LETTER,want,2
A LETTER,know,2
A LETTER,about,2
A LETTER,im,2
A LETTER,writing,2
A LETTER,a,2
A LETTER,letter,2
A LETTER,for,2
A LETTER,is,2
A LETTER,there,2
A LETTER,anything,2
A LETTER,say,3
A LETTER,dont,2
A LETTER,throw,2
A LETTER,life,5
A LETTER,everything,2
A LETTER,goes,2
A LETTER,wrongto,2
A LETTER,turn,2
A LETTER,into,3
A LETTER,way,6
A LETTER,of,4
A LETTER,could,2
A LETTER,so,2
A LETTER,long,2
A LETTER,those,2
A LETTER,people,2
A LETTER,cry,2
A LETTER,in,4
A LETTER,vain,2
A LETTER,now,2
A LETTER,see,2
A LETTER,light,2
A LETTER,pain,2
A LETTER,can,3
A LETTER,love,3
A LETTER,your,2
A LETTER,good,1
A LETTER,bye,1
A LETTER,perfect,1
A LETTER,sky,1
A LETTER,its,1
A LETTER,real,1
A LETTER,line,1
AM02:00,gozen,3
AM02:00,niji,3
AM02:00,no,11
AM02:00,sasou,2
AM02:00,kaze,2
AM02:00,ni,17
AM02:00,sukoshi,2
AM02:00,tooku,2
AM02:00,koko,4
AM02:00,made,2
AM02:00,kita,2
AM02:00,kirai,1
AM02:00,na,1
AM02:00,machi,1
AM02:00,akari,1
AM02:00,sae,1
AM02:00,akaku,1
AM02:00,awaku,1
AM02:00,nijindeita,1
AM02:00,ano,1
AM02:00,toki,1
AM02:00,kimi,9
AM02:00,ga,5
AM02:00,itta,1
AM02:00,kotoba,1
AM02:00,wa,6
AM02:00,mada,4
AM02:00,mune,1
AM02:00,de,1
AM02:00,sou,4
AM02:00,refrain,1
AM02:00,kurikaeshite,1
AM02:00,nemurenai,2
AM02:00,yoru,4
AM02:00,o,10
AM02:00,meguru,2
AM02:00,omou,6
AM02:00,hodo,5
AM02:00,itsumo,4
AM02:00,nokoru,3
AM02:00,tada,3
AM02:00,fuan,3
AM02:00,watashi,5
AM02:00,iru,2
AM02:00,soba,2
AM02:00,itai,2
AM02:00,tte,2
AM02:00,iezu,3
AM02:00,nemurezu,1
AM02:00,doushite,3
AM02:00,nigetakunaru,2
AM02:00,mite,2
AM02:00,kitto,3
AM02:00,nara,2
AM02:00,warau,4
AM02:00,yo,6
AM02:00,ne,6
AM02:00,you,10
AM02:00,dont,6
AM02:00,know,6
AM02:00,really,9
AM02:00,how,3
AM02:00,i,9
AM02:00,feel,6
AM02:00,what,3
AM02:00,miss,3
AM02:00,furisosogu,1
AM02:00,yasashii,1
AM02:00,ame,1
AM02:00,aoku,1
AM02:00,amaku,1
AM02:00,tsutsundeita,1
AM02:00,aenai,1
AM02:00,konna,2
AM02:00,kimochi,1
AM02:00,nurashiteiku,1
AM02:00,let,1
AM02:00,it,1
AM02:00,rain,1
AM02:00,kasa,1
AM02:00,mo,1
AM02:00,sasazu,1
AM02:00,negatteiru,1
AM02:00,koto,2
AM02:00,nemurazu,1
AM02:00,kanashikunaru,1
AM02:00,mata,1
AM02:00,ashita,1
AM02:00,aeru,2
AM02:00 (Haruka nakamura La Nuit remix),gozen,3
AM02:00 (Haruka nakamura La Nuit remix),ni,14
AM02:00 (Haruka nakamura La Nuit remix),ji,3
AM02:00 (Haruka nakamura La Nuit remix),no,11
AM02:00 (Haruka nakamura La Nuit remix),sasou,2
AM02:00 (Haruka nakamura La Nuit remix),kaze,2
AM02:00 (Haruka nakamura La Nuit remix),sukoshi,2
AM02:00 (Haruka nakamura La Nuit remix),tooku,2
AM02:00 (Haruka nakamura La Nuit remix),koko,4
AM02:00 (Haruka nakamura La Nuit remix),made,2
AM02:00 (Haruka nakamura La Nuit remix),kita,2
AM02:00 (Haruka nakamura La Nuit remix),kiraina,1
AM02:00 (Haruka nakamura La Nuit remix),machi,1
AM02:00 (Haruka nakamura La Nuit remix),akari,1
AM02:00 (Haruka nakamura La Nuit remix),sae,1
AM02:00 (Haruka nakamura La Nuit remix),akaku,1
AM02:00 (Haruka nakamura La Nuit remix),awaku,1
AM02:00 (Haruka nakamura La Nuit remix),nijindeita,1
AM02:00 (Haruka nakamura La Nuit remix),ano,1
AM02:00 (Haruka nakamura La Nuit remix),toki,1
AM02:00 (Haruka nakamura La Nuit remix),kimi,9
AM02:00 (Haruka nakamura La Nuit remix),ga,5
AM02:00 (Haruka nakamura La Nuit remix),itta,1
AM02:00 (Haruka nakamura La Nuit remix),kotoba,1
AM02:00 (Haruka nakamura La Nuit remix),wa,5
AM02:00 (Haruka nakamura La Nuit remix),mada,4
AM02:00 (Haruka nakamura La Nuit remix),mune,1
AM02:00 (Haruka nakamura La Nuit remix),de,1
AM02:00 (Haruka nakamura La Nuit remix),sou,4
AM02:00 (Haruka nakamura La Nuit remix),refrain,1
AM02:00 (Haruka nakamura La Nuit remix),kurikaeshite,1
AM02:00 (Haruka nakamura La Nuit remix),nemurenai,2
AM02:00 (Haruka nakamura La Nuit remix),yoru,4
AM02:00 (Haruka nakamura La Nuit remix),wo,11
AM02:00 (Haruka nakamura La Nuit remix),meguru,2
AM02:00 (Haruka nakamura La Nuit remix),omou,6
AM02:00 (Haruka nakamura La Nuit remix),hodo,5
AM02:00 (Haruka nakamura La Nuit remix),itsumo,4
AM02:00 (Haruka nakamura La Nuit remix),nokoru,3
AM02:00 (Haruka nakamura La Nuit remix),tada,3
AM02:00 (Haruka nakamura La Nuit remix),fuan,3
AM02:00 (Haruka nakamura La Nuit remix),watashi,5
AM02:00 (Haruka nakamura La Nuit remix),iru,2
AM02:00 (Haruka nakamura La Nuit remix),soba,2
AM02:00 (Haruka nakamura La Nuit remix),itaitte,2
AM02:00 (Haruka nakamura La Nuit remix),iezuni,3
AM02:00 (Haruka nakamura La Nuit remix),nemurezuni,2
AM02:00 (Haruka nakamura La Nuit remix),doushite,3
AM02:00 (Haruka nakamura La Nuit remix),nigetaku,2
AM02:00 (Haruka nakamura La Nuit remix),naru,3
AM02:00 (Haruka nakamura La Nuit remix),mite,2
AM02:00 (Haruka nakamura La Nuit remix),kitto,3
AM02:00 (Haruka nakamura La Nuit remix),nara,2
AM02:00 (Haruka nakamura La Nuit remix),warau,4
AM02:00 (Haruka nakamura La Nuit remix),yo,6
AM02:00 (Haruka nakamura La Nuit remix),ne,6
AM02:00 (Haruka nakamura La Nuit remix),you,11
AM02:00 (Haruka nakamura La Nuit remix),dont,8
AM02:00 (Haruka nakamura La Nuit remix),know,8
AM02:00 (Haruka nakamura La Nuit remix),really,11
AM02:00 (Haruka nakamura La Nuit remix),how,4
AM02:00 (Haruka nakamura La Nuit remix),i,11
AM02:00 (Haruka nakamura La Nuit remix),feel,8
AM02:00 (Haruka nakamura La Nuit remix),what,4
AM02:00 (Haruka nakamura La Nuit remix),miss,3
AM02:00 (Haruka nakamura La Nuit remix),furisosogu,1
AM02:00 (Haruka nakamura La Nuit remix),yasashii,1
AM02:00 (Haruka nakamura La Nuit remix),ame,1
AM02:00 (Haruka nakamura La Nuit remix),aoku,1
AM02:00 (Haruka nakamura La Nuit remix),amaku,1
AM02:00 (Haruka nakamura La Nuit remix),tsutsundeita,1
AM02:00 (Haruka nakamura La Nuit remix),aenai,1
AM02:00 (Haruka nakamura La Nuit remix),konna,2
AM02:00 (Haruka nakamura La Nuit remix),kimochi,1
AM02:00 (Haruka nakamura La Nuit remix),nurashiteiku,1
AM02:00 (Haruka nakamura La Nuit remix),let,1
AM02:00 (Haruka nakamura La Nuit remix),it,1
AM02:00 (Haruka nakamura La Nuit remix),rain,1
AM02:00 (Haruka nakamura La Nuit remix),kasa,1
AM02:00 (Haruka nakamura La Nuit remix),mo,1
AM02:00 (Haruka nakamura La Nuit remix),sasazuni,1
AM02:00 (Haruka nakamura La Nuit remix),chorus,1
AM02:00 (Haruka nakamura La Nuit remix),2,1
AM02:00 (Haruka nakamura La Nuit remix),negatteiru,1
AM02:00 (Haruka nakamura La Nuit remix),koto,2
AM02:00 (Haruka nakamura La Nuit remix),kanashiku,1
AM02:00 (Haruka nakamura La Nuit remix),mata,1
AM02:00 (Haruka nakamura La Nuit remix),ashita,1
AM02:00 (Haruka nakamura La Nuit remix),youni,1
AM02:00 (Haruka nakamura La Nuit remix),aeru,2
AM03:00,azayaka,1
AM03:00,ni,10
AM03:00,nagaredasu,1
AM03:00,heddoraito,2
AM03:00,kimochi,2
AM03:00,wa,2
AM03:00,mada,1
AM03:00,kaeritakunai,1
AM03:00,to,3
AM03:00,sabishige,2
AM03:00,toozakaru,2
AM03:00,teeruranpu,2
AM03:00,kimagure,1
AM03:00,de,8
AM03:00,bukiyou,1
AM03:00,na,6
AM03:00,dansu,1
AM03:00,odoru,1
AM03:00,kakeoriru,1
AM03:00,suroopu,1
AM03:00,maru,1
AM03:00,mayonaka,2
AM03:00,bareriina,1
AM03:00,a,4
AM03:00,floating,2
AM03:00,step,4
AM03:00,tsuki,1
AM03:00,akari,1
AM03:00,flowing,2
AM03:00,ukabu,2
AM03:00,yokogao,1
AM03:00,kimi,5
AM03:00,tsutaetakatta,3
AM03:00,nowa,3
AM03:00,tanjun,3
AM03:00,sasai,3
AM03:00,koto,4
AM03:00,sukoshi,4
AM03:00,kodou,3
AM03:00,kasoku,3
AM03:00,shiteru,3
AM03:00,imasara,2
AM03:00,kitto,3
AM03:00,warau,3
AM03:00,yo,1
AM03:00,ne,1
AM03:00,samenai,3
AM03:00,yume,4
AM03:00,o,10
AM03:00,yumemiteru,3
AM03:00,kienai,3
AM03:00,koe,3
AM03:00,kiiteiru,3
AM03:00,akenai,2
AM03:00,yoru,3
AM03:00,akete,1
AM03:00,miru,1
AM03:00,who,3
AM03:00,can,3
AM03:00,tell,3
AM03:00,why,3
AM03:00,i,3
AM03:00,miss,3
AM03:00,you,5
AM03:00,really,3
AM03:00,ashibaya,1
AM03:00,nagareteku,1
AM03:00,konya,1
AM03:00,mo,2
AM03:00,mata,3
AM03:00,sleepless,1
AM03:00,night,1
AM03:00,chijimaranai,1
AM03:00,no,3
AM03:00,distance,1
AM03:00,dake,3
AM03:00,ga,1
AM03:00,tomerarenai,1
AM03:00,ruupu,1
AM03:00,omoidasu,1
AM03:00,kaerimichi,1
AM03:00,dakedo,1
AM03:00,fureta,1
AM03:00,yubisaki,1
AM03:00,gozen,4
AM03:00,reiji,1
AM03:00,omoi,1
AM03:00,tsuzuru,1
AM03:00,kitai,1
AM03:00,shite,1
AM03:00,ichiji,1
AM03:00,niji,1
AM03:00,nemurezu,1
AM03:00,koeru,1
AM03:00,san,1
AM03:00,ji,1
AM03:00,yone,2
AM03:00,tokenai,1
AM03:00,toitemiru,1
AM03:00,omou,1
AM03:00,hodo,1
AM03:00,wakaranaku,1
AM03:00,naru,1
AM03:00,ima,2
AM03:00,temae,1
AM03:00,da,1
AM03:00,shizuka,1
AM03:00,negau,1
AM03:00,sara,1
AM03:00,aketemiru,1
AM04:00,tsutaetai,3
AM04:00,koto,3
AM04:00,mo,5
AM04:00,tsutaerarenai,3
AM04:00,mama,3
AM04:00,yoru,8
AM04:00,ga,8
AM04:00,toketeyuku,3
AM04:00,kamawanai,3
AM04:00,futari,3
AM04:00,owaranai,3
AM04:00,wagamama,3
AM04:00,asa,5
AM04:00,yondeiru,3
AM04:00,how,3
AM04:00,do,8
AM04:00,you,7
AM04:00,feel,4
AM04:00,what,2
AM04:00,kaze,1
AM04:00,ni,1
AM04:00,sasoware,1
AM04:00,gozen,3
AM04:00,niji,2
AM04:00,ochitsukanai,1
AM04:00,kimochi,1
AM04:00,hoshi,1
AM04:00,yureteru,1
AM04:00,sanji,1
AM04:00,kitto,1
AM04:00,mou,1
AM04:00,yumegokochi,1
AM04:00,mahou,2
AM04:00,o,7
AM04:00,kakete,1
AM04:00,tenshi,1
AM04:00,kara,1
AM04:00,fairy,1
AM04:00,tale,1
AM04:00,arifureta,1
AM04:00,natsu,2
AM04:00,no,10
AM04:00,yume,4
AM04:00,tadoru,1
AM04:00,machi,1
AM04:00,akari,1
AM04:00,wa,4
AM04:00,tsuki,1
AM04:00,kage,2
AM04:00,matoi,1
AM04:00,aki,1
AM04:00,shinaide,1
AM04:00,yoji,1
AM04:00,kimi,1
AM04:00,to,1
AM04:00,odoru,1
AM04:00,kaketa,1
AM04:00,nemuranai,1
AM04:00,nightingale,1
AM04:00,ayafuya,1
AM04:00,na,1
AM04:00,tsudzuru,1
AM04:00,tsutanai,2
AM04:00,kotoba,2
AM04:00,kurikaesu,2
AM04:00,dake,2
AM04:00,de,4
AM04:00,naiteiru,2
AM04:00,kaerenai,2
AM04:00,hitori,2
AM04:00,mada,2
AM04:00,temae,2
AM04:00,matteiru,2
AM04:00,now,3
AM04:00,sleep,3
AM04:00,dream,1
AM04:00,i,1
Amazing Grace (Live in church ver.),amazing,5
Amazing Grace (Live in church ver.),grace,5
Amazing Grace (Live in church ver.),how,5
Amazing Grace (Live in church ver.),sweet,5
Amazing Grace (Live in church ver.),the,5
Amazing Grace (Live in church ver.),sound,5
Amazing Grace (Live in church ver.),that,5
Amazing Grace (Live in church ver.),saved,5
Amazing Grace (Live in church ver.),a,5
Amazing Grace (Live in church ver.),wretch,5
Amazing Grace (Live in church ver.),like,5
Amazing Grace (Live in church ver.),me,5
Amazing Grace (Live in church ver.),i,15
Amazing Grace (Live in church ver.),once,5
Amazing Grace (Live in church ver.),was,10
Amazing Grace (Live in church ver.),lost,5
Amazing Grace (Live in church ver.),but,10
Amazing Grace (Live in church ver.),now,10
Amazing Grace (Live in church ver.),am,5
Amazing Grace (Live in church ver.),found,5
Amazing Grace (Live in church ver.),blind,5
Amazing Grace (Live in church ver.),see,5
Anata ni Deawanakereba kasetsutouka (Live in church ver.),kioku,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),nado,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),iranai,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),eien,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),ni,17
Anata ni Deawanakereba kasetsutouka (Live in church ver.),nemuritai,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),mou,3
Anata ni Deawanakereba kasetsutouka (Live in church ver.),kono,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),mama,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),asa,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),ga,4
Anata ni Deawanakereba kasetsutouka (Live in church ver.),konakutatte,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),ii,3
Anata ni Deawanakereba kasetsutouka (Live in church ver.),ya,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),itsumo,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),yume,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),no,10
Anata ni Deawanakereba kasetsutouka (Live in church ver.),naka,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),de,3
Anata ni Deawanakereba kasetsutouka (Live in church ver.),wa,9
Anata ni Deawanakereba kasetsutouka (Live in church ver.),anata,10
Anata ni Deawanakereba kasetsutouka (Live in church ver.),waratteru,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),doushite,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),nee,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),kienai,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),i,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),gave,4
Anata ni Deawanakereba kasetsutouka (Live in church ver.),you,4
Anata ni Deawanakereba kasetsutouka (Live in church ver.),everything,5
Anata ni Deawanakereba kasetsutouka (Live in church ver.),me,4
Anata ni Deawanakereba kasetsutouka (Live in church ver.),anything,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),kitto,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),itsumade,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),demo,5
Anata ni Deawanakereba kasetsutouka (Live in church ver.),youre,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),still,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),my,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),aishiteru,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),nda,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),yo,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),manatsu,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),futta,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),yuki,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),youna,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),sore,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),hakanai,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),kiseki,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),nanda,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),deawanakereba,3
Anata ni Deawanakereba kasetsutouka (Live in church ver.),konna,3
Anata ni Deawanakereba kasetsutouka (Live in church ver.),setsunakute,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),mune,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),wo,4
Anata ni Deawanakereba kasetsutouka (Live in church ver.),shimetsukeru,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),koto,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),mo,10
Anata ni Deawanakereba kasetsutouka (Live in church ver.),nakatta,3
Anata ni Deawanakereba kasetsutouka (Live in church ver.),soredemo,3
Anata ni Deawanakereba kasetsutouka (Live in church ver.),deaenakereba,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),tsuyosa,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),yasashisa,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),shiranai,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),heya,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),sumi,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),naiteita,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),nani,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),miezu,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),kisetsu,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),furetakunai,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),ano,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),hana,2
Anata ni Deawanakereba kasetsutouka (Live in church ver.),na,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),wasuretatte,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),dakedo,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),ima,3
Anata ni Deawanakereba kasetsutouka (Live in church ver.),sou,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),zutto,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),im,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),waiting,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),aishitete,1
Anata ni Deawanakereba kasetsutouka (Live in church ver.),mafuyu,1
